transect_id,region,latitude,longitude,slope,storm_count,storm_energy,depth_of_closure,geomorphology,longshore_direction,true_probability,label
TRX-0720,California Central Coast,36.83419,-122.13199,7.38,16,123.1,8.92,sandy,convergent,0.5091,1
TRX-0721,North Sea Barrier Island,53.6189,7.30602,11.02,20,287.8,13.68,defence structure,transitional,0.7906,1
TRX-0722,Tyrrhenian Bay (Campania),40.9924,14.3445,7.93,28,399.0,15.21,sandy,convergent,0.9629,1
TRX-0723,Tyrrhenian Bay (Campania),40.96126,14.3833,2.64,10,303.3,14.41,gravel,divergent,0.4603,0
TRX-0724,Ligurian Littoral,44.1869,9.11057,12.14,25,327.6,7.69,riverbank,transitional,0.9887,1
TRX-0725,Ligurian Littoral,44.17557,9.16173,9.63,12,271.8,7.69,dune,transitional,0.8719,1
TRX-0726,California Central Coast,36.92402,-122.07721,6.17,28,226.5,13.37,defence structure,transitional,0.6402,1
TRX-0727,Adriatic Central Coast (Abruzzo),42.41529,14.4052,1.61,11,145.9,17.27,sandy,convergent,0.1724,0
TRX-0728,Ligurian Littoral,44.42075,9.06734,8.19,23,339.6,15.89,defence structure,transitional,0.7869,1
TRX-0729,North Sea Barrier Island,53.56647,7.14411,4.83,27,131.9,11.36,defence structure,divergent,0.4826,0
TRX-0730,Gold Coast Spit,-27.89076,153.5363,9.94,13,330.2,15.95,sandy,transitional,0.8949,1
TRX-0731,California Central Coast,37.01753,-121.97798,2.27,18,133.6,5.71,gravel,transitional,0.4216,0
TRX-0732,Adriatic Central Coast (Abruzzo),42.4671,14.41198,3.83,27,329.7,13.94,defence structure,convergent,0.6221,1
TRX-0733,Adriatic Central Coast (Abruzzo),42.45248,14.32793,6.74,4,39.1,12.96,sandy,convergent,0.1445,0
TRX-0734,Ionian Barrier Spit,39.59162,16.6467,7.42,21,286.2,15.48,sandy,convergent,0.702,1
TRX-0735,Ligurian Littoral,44.36431,9.2059,3.7,11,226.6,7.0,dune,transitional,0.6092,1
TRX-0736,California Central Coast,36.82458,-122.18134,11.2,16,105.9,5.51,dune,transitional,0.7678,1
TRX-0737,California Central Coast,37.0616,-122.02471,8.25,15,295.6,16.82,dune,transitional,0.8163,1
TRX-0738,Gold Coast Spit,-27.88665,153.30882,9.04,28,231.7,13.53,gravel,convergent,0.8442,1
TRX-0739,Ligurian Littoral,44.43322,9.1608,11.94,20,360.9,5.93,sandy,convergent,0.9842,1
TRX-0740,North Sea Barrier Island,53.64731,7.14098,6.49,26,77.1,14.69,gravel,divergent,0.4577,0
TRX-0741,North Sea Barrier Island,53.61672,7.11467,10.38,16,20.8,11.62,sandy,convergent,0.3209,0
TRX-0742,Gold Coast Spit,-27.82991,153.5044,6.36,24,353.5,6.23,sandy,transitional,0.9367,1
TRX-0743,Gold Coast Spit,-27.89983,153.31469,9.32,3,339.9,13.14,gravel,convergent,0.6598,1
TRX-0744,Gold Coast Spit,-27.87923,153.46377,10.93,23,29.9,12.69,dune,transitional,0.6425,1
TRX-0745,Tyrrhenian Bay (Campania),40.89317,14.13555,11.98,18,250.7,5.19,dune,convergent,0.8612,1
TRX-0746,Tyrrhenian Bay (Campania),40.89748,14.26956,12.06,9,334.7,7.69,dune,divergent,0.9714,1
TRX-0747,Gold Coast Spit,-28.07461,153.43006,4.55,19,38.0,15.71,sandy,transitional,0.1648,0
TRX-0748,Outer Banks Transect,35.7646,-75.72269,12.26,18,87.3,6.37,sandy,convergent,0.7517,1
TRX-0749,North Sea Barrier Island,53.63565,7.25358,1.49,11,92.6,13.77,sandy,convergent,0.2321,0
TRX-0750,North Sea Barrier Island,53.46265,7.29832,2.22,7,115.8,12.26,sandy,transitional,0.3032,0
TRX-0751,California Central Coast,37.08481,-122.11921,4.52,18,182.8,10.79,gravel,convergent,0.4721,0
TRX-0752,Tyrrhenian Bay (Campania),40.77389,14.27641,9.99,10,247.3,10.3,riverbank,transitional,0.733,1
TRX-0753,Ligurian Littoral,44.26199,9.34559,9.95,18,401.0,17.0,gravel,convergent,0.9572,1
TRX-0754,North Sea Barrier Island,53.54592,7.10021,1.5,16,129.3,7.76,dune,divergent,0.2618,0
TRX-0755,Ionian Barrier Spit,39.52555,16.5031,1.33,24,233.6,5.41,sandy,transitional,0.77,1
TRX-0756,North Sea Barrier Island,53.61348,7.11326,6.71,26,147.3,13.37,sandy,convergent,0.4815,0
TRX-0757,Gold Coast Spit,-28.0181,153.46868,4.56,7,203.9,12.29,sandy,transitional,0.3569,0
TRX-0758,Gold Coast Spit,-28.09872,153.27287,2.83,18,378.1,13.64,dune,transitional,0.7266,1
TRX-0759,Tyrrhenian Bay (Campania),40.86159,14.37777,10.35,15,288.9,9.09,riverbank,divergent,0.9087,1
TRX-0760,Adriatic Central Coast (Abruzzo),42.23743,14.36114,3.06,1,108.6,4.76,sandy,divergent,0.3001,0
TRX-0761,Outer Banks Transect,35.70745,-75.50512,8.12,26,307.1,7.55,gravel,transitional,0.9121,1
TRX-0762,Ionian Barrier Spit,39.35214,16.64528,8.27,4,368.0,11.9,gravel,transitional,0.8865,1
TRX-0763,Ligurian Littoral,44.16961,9.08847,1.56,9,393.4,15.62,riverbank,divergent,0.5222,1
TRX-0764,Adriatic Central Coast (Abruzzo),42.49759,14.4579,7.04,9,292.3,15.98,sandy,transitional,0.7619,1
TRX-0765,Adriatic Central Coast (Abruzzo),42.45616,14.3469,10.68,14,129.6,13.34,gravel,transitional,0.4666,0
TRX-0766,Ionian Barrier Spit,39.36409,16.62552,7.03,11,22.1,7.03,sandy,transitional,0.1979,0
TRX-0767,Adriatic Central Coast (Abruzzo),42.49708,14.31769,8.87,3,386.8,7.06,sandy,convergent,0.8969,1
TRX-0768,California Central Coast,37.04242,-122.02224,8.13,11,356.2,7.71,gravel,divergent,0.8857,1
TRX-0769,Adriatic Central Coast (Abruzzo),42.44649,14.4059,3.57,3,330.3,12.55,dune,transitional,0.4265,0
TRX-0770,Adriatic Central Coast (Abruzzo),42.47501,14.36322,11.21,23,46.0,6.16,defence structure,transitional,0.5873,1
TRX-0771,North Sea Barrier Island,53.53322,7.17955,1.99,2,243.7,8.33,gravel,convergent,0.2334,0
TRX-0772,Adriatic Central Coast (Abruzzo),42.33602,14.38926,5.81,20,267.7,8.92,defence structure,divergent,0.6698,1
TRX-0773,Gold Coast Spit,-27.94484,153.44634,2.06,1,258.1,5.38,riverbank,convergent,0.2528,0
TRX-0774,North Sea Barrier Island,53.45662,7.19442,8.06,6,117.3,14.86,sandy,transitional,0.2387,0
TRX-0775,California Central Coast,36.95394,-122.00449,4.99,19,374.1,14.58,sandy,transitional,0.7526,1
TRX-0776,Adriatic Central Coast (Abruzzo),42.3553,14.4473,2.49,8,222.8,15.36,riverbank,transitional,0.3426,0
TRX-0777,Ionian Barrier Spit,39.64295,16.54217,3.15,3,156.6,13.18,dune,divergent,0.1923,0
TRX-0778,Outer Banks Transect,35.83483,-75.62439,2.7,15,370.4,16.34,gravel,divergent,0.5204,1
TRX-0779,Ionian Barrier Spit,39.55797,16.48996,3.29,16,313.8,16.88,sandy,divergent,0.6007,1
TRX-0780,Adriatic Central Coast (Abruzzo),42.30885,14.27212,1.15,4,77.0,10.23,dune,divergent,0.1978,0
TRX-0781,Outer Banks Transect,35.66317,-75.74109,3.11,6,107.6,7.91,sandy,divergent,0.2864,0
TRX-0782,Ligurian Littoral,44.40286,9.32319,1.05,22,74.9,13.01,riverbank,transitional,0.35,0
TRX-0783,Ionian Barrier Spit,39.44152,16.42204,10.27,22,88.5,11.35,riverbank,transitional,0.5073,1
TRX-0784,Tyrrhenian Bay (Campania),40.74333,14.38725,10.1,7,233.0,13.53,sandy,transitional,0.6924,1
TRX-0785,Ionian Barrier Spit,39.6263,16.57892,7.67,28,234.2,14.76,sandy,convergent,0.821,1
TRX-0786,Gold Coast Spit,-28.03723,153.29442,6.31,22,266.0,6.68,gravel,divergent,0.7043,1
TRX-0787,Outer Banks Transect,35.79958,-75.61072,4.57,12,230.2,10.78,defence structure,transitional,0.2968,0
TRX-0788,Adriatic Central Coast (Abruzzo),42.26216,14.51847,6.09,8,178.4,8.48,riverbank,transitional,0.3916,0
TRX-0789,Outer Banks Transect,35.72636,-75.72457,9.59,10,197.8,9.07,dune,transitional,0.6001,1
TRX-0790,Gold Coast Spit,-27.97025,153.38025,6.62,9,172.9,6.83,sandy,transitional,0.4543,0
TRX-0791,Outer Banks Transect,35.92044,-75.66164,6.67,18,277.5,14.72,defence structure,convergent,0.6024,1
TRX-0792,Ionian Barrier Spit,39.45013,16.55253,3.73,24,346.2,13.39,sandy,divergent,0.8148,1
TRX-0793,Ligurian Littoral,44.44952,9.27572,9.46,9,23.4,8.39,riverbank,divergent,0.3135,0
TRX-0794,Adriatic Central Coast (Abruzzo),42.3416,14.40379,9.71,5,366.2,7.46,dune,convergent,0.9349,1
TRX-0795,Ionian Barrier Spit,39.50475,16.58579,9.66,24,345.8,8.93,sandy,divergent,0.9479,1
TRX-0796,California Central Coast,36.86288,-122.06501,7.33,12,75.6,15.86,sandy,divergent,0.393,0
TRX-0797,Gold Coast Spit,-27.85688,153.52029,4.78,14,190.3,14.28,dune,transitional,0.4072,0
TRX-0798,Adriatic Central Coast (Abruzzo),42.47664,14.29611,11.95,11,247.3,14.89,defence structure,transitional,0.7861,1
TRX-0799,California Central Coast,37.09405,-122.13874,5.37,18,174.6,10.67,sandy,divergent,0.5509,1
TRX-0800,Ligurian Littoral,44.18129,9.21587,1.18,23,261.3,4.85,sandy,divergent,0.7275,1
TRX-0801,California Central Coast,36.88515,-122.13009,8.52,3,201.9,9.29,sandy,transitional,0.5697,1
TRX-0802,Tyrrhenian Bay (Campania),40.73874,14.23552,9.49,13,402.0,15.75,sandy,convergent,0.9224,1
TRX-0803,California Central Coast,37.04537,-122.00056,2.66,19,395.7,12.14,gravel,transitional,0.7057,1
TRX-0804,Ligurian Littoral,44.28372,9.29737,7.88,8,230.3,16.33,riverbank,transitional,0.4954,0
TRX-0805,Adriatic Central Coast (Abruzzo),42.42119,14.33637,11.11,15,158.7,15.45,riverbank,transitional,0.6352,1
TRX-0806,California Central Coast,36.87474,-121.93001,9.38,15,173.9,13.07,dune,convergent,0.4079,0
TRX-0807,Adriatic Central Coast (Abruzzo),42.27191,14.51116,4.0,21,235.1,13.17,sandy,divergent,0.7735,1
TRX-0808,California Central Coast,37.09772,-122.03415,12.45,3,322.2,11.06,dune,transitional,0.8862,1
TRX-0809,Ligurian Littoral,44.22583,9.20182,6.21,3,275.5,13.28,gravel,transitional,0.357,0
TRX-0810,Adriatic Central Coast (Abruzzo),42.20322,14.2844,11.53,11,288.1,10.54,gravel,convergent,0.8655,1
TRX-0811,Ionian Barrier Spit,39.56407,16.48132,6.31,9,356.6,6.72,sandy,convergent,0.7832,1
TRX-0812,California Central Coast,36.85054,-121.99858,0.93,9,81.4,9.16,sandy,convergent,0.2398,0
TRX-0813,Ionian Barrier Spit,39.48262,16.36433,8.23,17,276.4,13.81,riverbank,transitional,0.7861,1
TRX-0814,Adriatic Central Coast (Abruzzo),42.2146,14.36322,3.16,8,169.9,7.6,sandy,transitional,0.399,0
TRX-0815,Adriatic Central Coast (Abruzzo),42.30113,14.30765,8.63,8,403.5,5.76,riverbank,transitional,0.9477,1
TRX-0816,Tyrrhenian Bay (Campania),40.94469,14.2068,8.13,20,102.8,11.54,defence structure,convergent,0.3685,0
TRX-0817,Ionian Barrier Spit,39.38177,16.44701,0.98,21,146.5,9.56,gravel,convergent,0.382,0
TRX-0818,Outer Banks Transect,35.66318,-75.48436,5.61,25,259.5,17.28,sandy,transitional,0.6,1
TRX-0819,Ligurian Littoral,44.22558,9.07842,4.59,21,298.5,13.31,defence structure,transitional,0.546,1
TRX-0820,Outer Banks Transect,35.94341,-75.55009,1.59,1,263.4,12.11,gravel,transitional,0.2916,0
TRX-0821,Ionian Barrier Spit,39.50103,16.56139,0.96,1,266.5,16.16,sandy,divergent,0.2301,0
TRX-0822,Adriatic Central Coast (Abruzzo),42.24127,14.39962,3.16,13,101.8,4.99,defence structure,transitional,0.2062,0
TRX-0823,Gold Coast Spit,-27.87822,153.36861,4.05,21,334.8,5.01,riverbank,transitional,0.8713,1
TRX-0824,Ionian Barrier Spit,39.60408,16.44938,3.63,18,41.6,16.43,defence structure,divergent,0.1068,0
TRX-0825,Ionian Barrier Spit,39.53242,16.46445,4.56,15,271.9,5.34,gravel,divergent,0.8602,1
TRX-0826,Ionian Barrier Spit,39.38767,16.4021,7.22,26,392.7,7.57,sandy,divergent,0.9796,1
TRX-0827,North Sea Barrier Island,53.39925,7.10926,5.76,20,119.6,8.21,gravel,transitional,0.4719,0
TRX-0828,Tyrrhenian Bay (Campania),40.9853,14.21787,5.22,16,196.6,11.07,dune,divergent,0.7359,1
TRX-0829,Gold Coast Spit,-28.09406,153.38443,10.79,25,382.6,8.4,gravel,transitional,0.9873,1
TRX-0830,North Sea Barrier Island,53.48608,7.16254,7.89,3,153.3,13.79,sandy,divergent,0.3992,0
TRX-0831,Adriatic Central Coast (Abruzzo),42.20385,14.40021,9.29,16,181.8,9.91,gravel,divergent,0.5792,1
TRX-0832,Tyrrhenian Bay (Campania),40.82264,14.12165,11.58,13,392.9,6.61,dune,divergent,0.9911,1
TRX-0833,Outer Banks Transect,35.80288,-75.60341,8.86,23,43.1,9.51,gravel,convergent,0.278,0
TRX-0834,Outer Banks Transect,35.83929,-75.54707,8.96,21,79.2,12.37,defence structure,convergent,0.4108,0
TRX-0835,Ionian Barrier Spit,39.53064,16.63553,10.65,1,66.7,5.7,dune,transitional,0.3252,0
TRX-0836,Tyrrhenian Bay (Campania),40.85556,14.16665,5.75,27,190.7,13.49,gravel,transitional,0.3962,0
TRX-0837,California Central Coast,36.97582,-121.97982,9.6,24,367.8,5.92,dune,divergent,0.987,1
TRX-0838,Ionian Barrier Spit,39.62901,16.46939,4.4,6,346.6,4.52,sandy,transitional,0.6391,1
TRX-0839,California Central Coast,36.99636,-121.98009,2.8,12,94.6,6.25,gravel,transitional,0.3518,0
TRX-0840,Ionian Barrier Spit,39.40569,16.36769,2.94,25,96.8,17.28,riverbank,transitional,0.4209,0
TRX-0841,Tyrrhenian Bay (Campania),40.96051,14.15984,4.23,13,69.9,5.34,sandy,convergent,0.2269,0
TRX-0842,Adriatic Central Coast (Abruzzo),42.21832,14.47554,0.88,19,335.7,5.04,sandy,divergent,0.8002,1
TRX-0843,California Central Coast,36.9809,-121.90393,9.71,16,209.3,8.88,gravel,transitional,0.8731,1
TRX-0844,Ionian Barrier Spit,39.6323,16.54952,5.23,2,410.1,15.85,riverbank,convergent,0.3275,0
TRX-0845,California Central Coast,37.01757,-121.93361,2.42,20,69.2,11.4,defence structure,divergent,0.2642,0
TRX-0846,Gold Coast Spit,-27.94553,153.46807,0.84,21,403.0,15.06,sandy,transitional,0.7876,1
TRX-0847,Adriatic Central Coast (Abruzzo),42.49088,14.47074,8.73,8,262.7,9.7,dune,convergent,0.5504,1
TRX-0848,Gold Coast Spit,-27.80394,153.52713,11.39,24,173.9,12.39,dune,divergent,0.8649,1
TRX-0849,Adriatic Central Coast (Abruzzo),42.23836,14.48905,4.33,22,418.5,17.33,gravel,divergent,0.8267,1
TRX-0850,Ionian Barrier Spit,39.42301,16.40113,11.85,23,55.8,10.15,dune,convergent,0.6249,1
TRX-0851,Outer Banks Transect,35.92079,-75.52011,3.38,9,286.4,16.87,dune,transitional,0.5137,1
TRX-0852,Gold Coast Spit,-28.07287,153.47754,11.0,19,326.5,12.31,dune,transitional,0.9476,1
TRX-0853,California Central Coast,36.99618,-121.96448,12.11,14,343.4,7.41,sandy,convergent,0.9826,1
TRX-0854,Ionian Barrier Spit,39.57339,16.38483,5.1,28,145.3,9.44,dune,transitional,0.7688,1
TRX-0855,Ionian Barrier Spit,39.60414,16.64395,4.54,12,339.0,16.64,sandy,transitional,0.5291,1
TRX-0856,Adriatic Central Coast (Abruzzo),42.36149,14.38818,2.49,10,354.9,11.0,gravel,transitional,0.4955,0
TRX-0857,Ligurian Littoral,44.37412,9.30474,10.48,2,259.6,8.52,defence structure,convergent,0.7246,1
TRX-0858,Gold Coast Spit,-27.91068,153.33471,4.21,13,43.5,15.03,sandy,divergent,0.2207,0
TRX-0859,Ionian Barrier Spit,39.56012,16.36577,10.93,6,362.7,13.96,sandy,divergent,0.9451,1
TRX-0860,Adriatic Central Coast (Abruzzo),42.36438,14.35122,8.73,12,323.1,9.58,gravel,convergent,0.8058,1
TRX-0861,Ionian Barrier Spit,39.56033,16.5144,1.94,11,320.9,12.04,riverbank,divergent,0.5315,1
TRX-0862,Ligurian Littoral,44.32315,9.18257,6.44,5,103.9,14.96,sandy,transitional,0.1573,0
TRX-0863,Outer Banks Transect,35.86779,-75.5773,8.74,28,79.0,16.86,gravel,divergent,0.5644,1
TRX-0864,Gold Coast Spit,-28.04611,153.28574,12.27,21,155.4,10.14,sandy,divergent,0.7916,1
TRX-0865,Ionian Barrier Spit,39.3602,16.42226,6.52,23,258.5,6.74,dune,divergent,0.9249,1
TRX-0866,Tyrrhenian Bay (Campania),40.93332,14.36947,8.41,9,272.9,10.29,sandy,convergent,0.7108,1
TRX-0867,Tyrrhenian Bay (Campania),40.84677,14.31064,6.76,1,254.7,17.34,gravel,transitional,0.3707,0
TRX-0868,California Central Coast,36.94526,-122.00662,5.87,19,70.1,8.73,dune,divergent,0.5923,1
TRX-0869,Ligurian Littoral,44.2716,9.26022,5.41,27,234.6,15.06,gravel,transitional,0.5397,1
TRX-0870,Tyrrhenian Bay (Campania),40.92605,14.17224,8.51,4,92.3,12.29,sandy,transitional,0.2228,0
TRX-0871,Outer Banks Transect,35.68691,-75.71136,3.21,6,55.1,7.84,dune,convergent,0.2188,0
TRX-0872,Ligurian Littoral,44.27692,9.33357,0.8,10,38.5,16.8,defence structure,convergent,0.0648,0
TRX-0873,Gold Coast Spit,-28.05804,153.41713,4.46,12,262.5,11.14,dune,transitional,0.5908,1
TRX-0874,Ligurian Littoral,44.23991,9.29979,12.0,20,240.8,12.19,sandy,divergent,0.9069,1
TRX-0875,California Central Coast,36.82231,-122.12351,5.27,6,180.0,5.58,sandy,transitional,0.422,0
TRX-0876,Tyrrhenian Bay (Campania),40.88887,14.19082,8.21,21,97.1,9.34,dune,divergent,0.5637,1
TRX-0877,Ligurian Littoral,44.27591,9.09605,12.41,14,171.6,17.03,sandy,convergent,0.4097,0
TRX-0878,California Central Coast,36.81979,-122.00795,5.04,11,331.2,6.4,riverbank,convergent,0.6914,1
TRX-0879,Tyrrhenian Bay (Campania),40.81315,14.40063,5.23,4,333.1,6.11,gravel,divergent,0.5033,1
TRX-0880,Tyrrhenian Bay (Campania),40.85869,14.32014,10.93,18,128.4,5.79,sandy,transitional,0.6731,1
TRX-0881,California Central Coast,36.8542,-121.95817,8.73,26,232.7,12.23,riverbank,transitional,0.8522,1
TRX-0882,Ligurian Littoral,44.34727,9.0928,7.44,9,41.1,13.93,defence structure,divergent,0.1823,0
TRX-0883,Ionian Barrier Spit,39.55346,16.47547,6.16,15,414.5,14.88,gravel,convergent,0.6272,1
TRX-0884,Ionian Barrier Spit,39.44156,16.60738,11.89,14,328.2,15.49,dune,convergent,0.9535,1
TRX-0885,Ionian Barrier Spit,39.63346,16.39953,1.47,24,134.3,16.58,riverbank,convergent,0.4364,0
TRX-0886,Ligurian Littoral,44.2939,9.2045,12.48,18,299.2,9.77,dune,divergent,0.9631,1
TRX-0887,Adriatic Central Coast (Abruzzo),42.41425,14.46078,9.57,8,417.7,13.1,defence structure,divergent,0.9566,1
TRX-0888,Adriatic Central Coast (Abruzzo),42.38221,14.53939,8.69,25,229.4,7.43,sandy,divergent,0.8796,1
TRX-0889,Outer Banks Transect,35.93575,-75.62318,5.24,12,407.9,8.89,dune,divergent,0.9021,1
TRX-0890,North Sea Barrier Island,53.43975,7.13806,3.29,24,272.5,9.62,defence structure,divergent,0.5474,1
TRX-0891,Adriatic Central Coast (Abruzzo),42.48062,14.51775,10.73,2,162.3,12.5,sandy,transitional,0.579,1
TRX-0892,Ligurian Littoral,44.27062,9.05266,5.84,7,53.9,11.19,sandy,convergent,0.1986,0
TRX-0893,Gold Coast Spit,-28.09793,153.50083,3.73,16,178.1,8.39,gravel,convergent,0.4171,0
TRX-0894,Gold Coast Spit,-27.90312,153.40181,2.44,24,193.6,9.17,riverbank,convergent,0.5419,1
TRX-0895,Ionian Barrier Spit,39.43547,16.3901,5.73,11,380.4,6.58,sandy,transitional,0.8273,1
TRX-0896,California Central Coast,36.94672,-122.05133,8.78,5,150.0,14.44,riverbank,transitional,0.2782,0
TRX-0897,California Central Coast,36.83943,-121.9127,10.07,5,82.2,11.0,dune,convergent,0.2872,0
TRX-0898,Adriatic Central Coast (Abruzzo),42.3303,14.33684,6.49,25,191.6,12.53,dune,convergent,0.6141,1
TRX-0899,North Sea Barrier Island,53.58002,7.30925,12.43,8,286.5,10.08,gravel,divergent,0.9271,1
TRX-0900,Ligurian Littoral,44.2066,9.30646,8.16,5,111.8,6.22,sandy,divergent,0.5383,1
TRX-0901,Ligurian Littoral,44.27789,9.23494,1.86,2,172.1,11.32,dune,divergent,0.2487,0
TRX-0902,Adriatic Central Coast (Abruzzo),42.35296,14.44316,4.36,9,165.4,16.76,dune,convergent,0.3096,0
TRX-0903,Adriatic Central Coast (Abruzzo),42.25453,14.25016,8.53,11,104.8,10.64,defence structure,convergent,0.3564,0
TRX-0904,Outer Banks Transect,35.75028,-75.71654,8.63,22,240.7,15.71,sandy,divergent,0.8999,1
TRX-0905,Outer Banks Transect,35.87288,-75.57333,7.88,8,280.1,7.23,gravel,divergent,0.8086,1
TRX-0906,Tyrrhenian Bay (Campania),40.71231,14.4005,11.14,27,96.2,13.66,defence structure,convergent,0.6565,1
TRX-0907,Outer Banks Transect,35.74044,-75.60774,9.7,18,308.3,5.07,sandy,transitional,0.9485,1
TRX-0908,Outer Banks Transect,35.91847,-75.61546,9.19,14,47.1,9.95,defence structure,transitional,0.4894,0
TRX-0909,Adriatic Central Coast (Abruzzo),42.25008,14.33224,12.12,10,38.2,11.86,riverbank,transitional,0.3916,0
TRX-0910,Tyrrhenian Bay (Campania),40.74966,14.33522,5.29,25,176.1,12.39,sandy,convergent,0.5177,1
TRX-0911,Ionian Barrier Spit,39.52763,16.35266,11.66,17,202.2,13.7,gravel,transitional,0.7072,1
TRX-0912,Tyrrhenian Bay (Campania),40.75133,14.12368,3.59,2,275.8,16.75,sandy,convergent,0.3538,0
TRX-0913,Adriatic Central Coast (Abruzzo),42.39272,14.3247,10.43,18,66.5,12.93,dune,divergent,0.4696,0
TRX-0914,North Sea Barrier Island,53.56662,7.1725,7.95,11,414.1,12.64,sandy,transitional,0.9605,1
TRX-0915,North Sea Barrier Island,53.40302,7.34148,7.09,28,331.3,14.65,sandy,divergent,0.8895,1
TRX-0916,Ionian Barrier Spit,39.59505,16.41619,3.94,19,271.9,15.66,gravel,transitional,0.5865,1
TRX-0917,California Central Coast,36.91059,-121.92935,1.9,6,203.8,15.1,sandy,transitional,0.2685,0
TRX-0918,North Sea Barrier Island,53.35631,7.09888,2.88,13,294.9,6.94,sandy,transitional,0.6312,1
TRX-0919,Gold Coast Spit,-27.82726,153.56112,1.97,17,74.9,14.26,sandy,convergent,0.1897,0
TRX-0920,Adriatic Central Coast (Abruzzo),42.42903,14.44334,1.31,8,328.0,7.98,defence structure,transitional,0.4525,0
TRX-0921,Adriatic Central Coast (Abruzzo),42.48729,14.2819,9.41,11,361.1,5.6,sandy,divergent,0.9739,1
TRX-0922,North Sea Barrier Island,53.44953,7.09635,1.45,23,127.0,11.57,sandy,convergent,0.3013,0
TRX-0923,North Sea Barrier Island,53.38077,7.31594,5.66,1,384.9,4.81,gravel,convergent,0.6259,1
TRX-0924,California Central Coast,37.00603,-121.98554,11.35,16,87.8,5.93,sandy,divergent,0.6581,1
TRX-0925,Outer Banks Transect,35.67289,-75.64988,5.02,3,378.2,12.36,sandy,transitional,0.4916,0
TRX-0926,Ligurian Littoral,44.41794,9.25615,8.11,10,159.4,5.85,defence structure,transitional,0.3844,0
TRX-0927,North Sea Barrier Island,53.59322,7.26339,1.69,1,364.7,17.21,dune,convergent,0.3422,0
TRX-0928,Gold Coast Spit,-27.85561,153.30395,5.8,24,131.4,5.68,defence structure,convergent,0.622,1
TRX-0929,California Central Coast,36.90578,-122.05174,6.43,14,260.7,12.78,sandy,divergent,0.7526,1
TRX-0930,Gold Coast Spit,-27.93838,153.41778,7.07,8,173.9,12.05,gravel,transitional,0.3013,0
TRX-0931,Ionian Barrier Spit,39.56093,16.42056,0.83,28,26.9,11.76,defence structure,divergent,0.342,0
TRX-0932,Ligurian Littoral,44.23841,9.09324,10.78,14,117.0,15.26,sandy,convergent,0.469,0
TRX-0933,Ligurian Littoral,44.26324,9.0579,12.09,12,41.6,5.88,dune,transitional,0.5355,1
TRX-0934,Ligurian Littoral,44.25957,9.0737,1.7,19,352.4,9.91,dune,transitional,0.721,1
TRX-0935,Ligurian Littoral,44.37443,9.25957,4.3,14,309.0,10.27,dune,convergent,0.6611,1
TRX-0936,Adriatic Central Coast (Abruzzo),42.38125,14.30207,2.68,13,353.1,13.34,riverbank,transitional,0.6176,1
TRX-0937,North Sea Barrier Island,53.62575,7.20056,9.1,14,392.6,8.03,sandy,transitional,0.9781,1
TRX-0938,California Central Coast,36.98571,-122.13433,2.95,24,410.4,12.37,sandy,transitional,0.8161,1
TRX-0939,Gold Coast Spit,-28.00604,153.46257,10.48,6,41.9,9.33,gravel,convergent,0.2917,0
TRX-0940,Outer Banks Transect,35.65841,-75.66534,7.14,3,104.8,4.64,defence structure,convergent,0.2722,0
TRX-0941,Ionian Barrier Spit,39.54152,16.35971,3.95,19,245.9,11.83,riverbank,convergent,0.4851,0
TRX-0942,Adriatic Central Coast (Abruzzo),42.49416,14.4755,12.02,17,98.0,14.27,dune,divergent,0.777,1
TRX-0943,Tyrrhenian Bay (Campania),40.7994,14.37895,6.69,17,343.0,6.45,dune,transitional,0.8391,1
TRX-0944,North Sea Barrier Island,53.39837,7.25471,1.72,21,57.3,13.84,riverbank,divergent,0.2293,0
TRX-0945,Ligurian Littoral,44.38065,9.09831,12.07,17,416.9,12.41,gravel,divergent,0.9871,1
TRX-0946,North Sea Barrier Island,53.45809,7.30679,5.84,23,329.7,9.54,sandy,transitional,0.8823,1
TRX-0947,Tyrrhenian Bay (Campania),40.9874,14.28007,12.43,4,341.9,6.35,riverbank,transitional,0.9772,1
TRX-0948,Tyrrhenian Bay (Campania),40.84967,14.24644,2.79,10,84.6,8.14,sandy,convergent,0.2173,0
TRX-0949,Ligurian Littoral,44.3632,9.18822,12.34,9,325.3,10.25,defence structure,divergent,0.9522,1
TRX-0950,Outer Banks Transect,35.9077,-75.62972,10.83,22,71.6,9.27,riverbank,divergent,0.6783,1
TRX-0951,Outer Banks Transect,35.67505,-75.62604,6.07,22,37.1,17.21,sandy,divergent,0.3234,0
TRX-0952,Ligurian Littoral,44.40592,9.1372,2.65,13,361.5,7.4,riverbank,transitional,0.6215,1
TRX-0953,Outer Banks Transect,35.78976,-75.55725,11.33,15,63.6,6.84,sandy,divergent,0.5675,1
TRX-0954,California Central Coast,36.89862,-122.10481,12.46,16,105.1,14.14,sandy,transitional,0.6287,1
TRX-0955,Ligurian Littoral,44.43456,9.09365,3.3,19,32.5,12.31,gravel,divergent,0.2042,0
TRX-0956,Gold Coast Spit,-28.03597,153.33345,1.07,25,293.5,8.01,dune,convergent,0.7866,1
TRX-0957,Tyrrhenian Bay (Campania),40.78217,14.13451,11.02,15,368.5,11.32,dune,convergent,0.969,1
TRX-0958,California Central Coast,36.90261,-121.97405,2.73,12,396.8,10.76,gravel,divergent,0.6301,1
